sch_deid,grade,y1_boy_mean,y1_moy_mean,y2_boy_mean,y2_moy_mean,st,school_magnet,school_titlei,tr_ts,pre,post,school_enroll,frpl_prop,asian_prop,black_prop,hisp_prop,white_prop
10001,1,30.5684210526316,51.7878787878788,26.0123456790123,46.4588235294118,AL,No,Title I targeted assistance school,100,41.1781499202552,36.2355846042121,312,0.442307692307692,0.06,0.14,0.09,0.61
10001,2,71.3207547169811,105.675925925926,71.0891089108911,97.7652173913043,AL,No,Title I targeted assistance school,105,88.4983403214536,84.4271631510977,312,0.442307692307692,0.123809523809524,0.0857142857142857,0.0571428571428571,0.685714285714286
10001,3,102.934579439252,132.6,90.4907407407407,111.209523809524,AL,No,Title I targeted assistance school,107,117.767289719626,100.850132275132,312,0.442307692307692,0.0841121495327103,0.14018691588785,0.0560747663551402,0.654205607476636
10002,1,34.0645161290323,62.2526315789474,32.5581395348837,50.8522727272727,AL,No,Title I targeted assistance school,96,48.1585738539899,41.7052061310782,256,0.44921875,0.104166666666667,0.125,0.09375,0.583333333333333
10002,2,79.5432098765432,118.111111111111,68.1,98.5714285714286,AL,No,Title I targeted assistance school,82,98.8271604938271,83.3357142857143,256,0.44921875,0.0609756097560976,0.24390243902439,0.0609756097560976,0.573170731707317
10002,3,95.6973684210526,127.376623376623,89.7368421052632,121.8875,AL,No,Title I targeted assistance school,78,111.536995898838,105.812171052632,256,0.44921875,0.0512820512820513,0.153846153846154,0.0512820512820513,0.666666666666667
10003,1,39.3888888888889,61.012987012987,30.0246913580247,42.9139784946237,AL,No,Title I targeted assistance school,74,50.200937950938,36.4693349263242,239,0.334728033472803,0.0540540540540541,0.121621621621622,0.0405405405405405,0.743243243243243
10003,2,86.3333333333333,122.273684210526,74.8271604938272,102.337837837838,AL,No,Title I targeted assistance school,92,104.30350877193,88.5824991658326,239,0.334728033472803,0.1809160058724,0.130434782608696,0.141304347826087,0.641304347826087
10003,3,103.881578947368,134.423076923077,102.625,130.042553191489,AL,No,Title I targeted assistance school,73,119.152327935223,116.333776595744,239,0.334728033472803,0.0958904109589041,0.0821917808219178,0.10958904109589,0.671232876712329
10004,1,30.6475409836066,57.2276422764228,36.8270676691729,58.0729927007299,AL,No,Title I targeted assistance school,124,43.9375916300147,47.4500301849514,418,0.380382775119617,0.120967741935484,0.209677419354839,0.0564516129032258,0.516129032258065
10004,2,81.2043795620438,118.929078014184,71.4778761061947,105.529411764706,AL,No,Title I targeted assistance school,138,100.066728788114,88.5036439354504,418,0.380382775119617,0.0797101449275362,0.202898550724638,0.0869565217391304,0.594202898550725
10004,3,101.284768211921,132.473684210526,97.6666666666667,126.777777777778,AL,No,Title I targeted assistance school,156,116.879226211224,112.222222222222,418,0.380382775119617,0.134615384615385,0.185897435897436,0.0897435897435897,0.519230769230769
10005,1,35.9022556390977,65.1692307692308,31.2982456140351,48.1428571428571,AL,No,Not a Title I school,143,50.5357432041643,39.7205513784461,407,0.4004914004914,0.104895104895105,0.202797202797203,0.0699300699300699,0.538461538461538
10005,2,83.3730158730159,114.763779527559,75.9710144927536,102.514084507042,AL,No,Not a Title I school,136,99.0683977002875,89.2425494998978,407,0.4004914004914,0.132352941176471,0.205882352941176,0.0367647058823529,0.566176470588235
10005,3,106.96,132.918032786885,93.015873015873,118.992063492063,AL,No,Not a Title I school,128,119.939016393443,106.003968253968,407,0.4004914004914,0.0703125,0.203125,0.078125,0.546875
